"","Game","Genre","Year","Month","Earnings","Players","Tournaments","Rank","Hours_watched","Hours_Streamed","Peak_viewers","Peak_channels","Streamers","Avg_viewers","Avg_channels","Avg_viewer_ratio"
"1204","Splitgate: Arena Warfare","Multiplayer Online Battle Arena",2019,5,50000,64,2,65,1516794,50386,87050,768,16224,2041,67,30.1
"1205","StarCraft II","Strategy",2016,1,113870.12,113,54,11,6567126,73753,60355,178,7133,8838,99,89.04
"1206","StarCraft II","Strategy",2016,2,143380.08,138,55,11,5635611,60260,26454,155,5835,8108,86,93.52
"1207","StarCraft II","Strategy",2016,3,265450.36,148,66,14,5281756,58052,78166,131,5609,7108,78,90.98
"1208","StarCraft II","Strategy",2016,4,204212.08,155,64,17,3844191,54156,22631,139,5131,5346,75,70.98
"1209","StarCraft II","Strategy",2016,5,485482.71,146,59,18,4345741,52013,47219,130,5125,5848,70,83.55
"1210","StarCraft II","Strategy",2016,6,103387.84,132,66,17,3717226,45996,32651,109,4378,5169,63,80.82
"1211","StarCraft II","Strategy",2016,7,199202.99,124,49,16,4470248,46883,42691,121,4710,6016,63,95.35
"1212","StarCraft II","Strategy",2016,8,302356.05,121,53,15,4492185,48277,43775,125,5036,6046,64,93.05
"1213","StarCraft II","Strategy",2016,9,469227.01,125,52,19,3352643,43706,27804,112,4555,4662,60,76.71
"1214","StarCraft II","Strategy",2016,10,173406.6,107,54,18,3833030,48099,46305,117,4552,5158,64,79.69
"1215","StarCraft II","Strategy",2016,11,618987.17,112,37,16,5000259,50884,130773,135,4748,6954,70,98.27
"1216","StarCraft II","Strategy",2016,12,103955.34,104,42,20,4289359,52934,23512,132,1694,5773,71,81.03
"1217","StarCraft II","Strategy",2017,1,495891.53,91,51,19,5249904,56316,39537,136,5433,7065,75,93.22
"1218","StarCraft II","Strategy",2017,2,14294.86,74,54,22,4245866,54207,32189,145,4950,6327,80,78.33
"1219","StarCraft II","Strategy",2017,3,426837.91,100,50,20,4789332,56507,68750,130,4584,6445,76,84.76
"1220","StarCraft II","Strategy",2017,4,216992.34,121,60,23,3865609,51057,37126,118,4442,5376,71,75.71
"1221","StarCraft II","Strategy",2017,5,93993.09,118,49,24,3201968,54075,13997,120,5412,4309,72,59.21
"1222","StarCraft II","Strategy",2017,6,428338.92,149,49,25,3526670,49742,38472,117,4752,4904,69,70.9
"1223","StarCraft II","Strategy",2017,7,201682.8,172,66,15,4220890,52230,37111,117,5069,5680,70,80.81
"1224","StarCraft II","Strategy",2017,8,208699.04,136,73,18,3286713,52553,26403,115,5421,4423,70,62.54
"1225","StarCraft II","Strategy",2017,9,359142.23,109,52,24,3330123,54655,35322,131,5328,4631,76,60.93
"1226","StarCraft II","Strategy",2017,10,57524.98,85,48,30,3389715,49125,45414,114,4663,4562,66,69
"1227","StarCraft II","Strategy",2017,11,829619.41,126,51,20,4847448,64628,102646,183,8046,6741,89,75.01
"1228","StarCraft II","Strategy",2017,12,80338.74,102,46,24,3650325,69994,15737,181,7652,4912,94,52.15
"1229","StarCraft II","Strategy",2018,1,192655.92,106,39,27,4169500,68739,52008,160,7085,5611,92,60.66
"1230","StarCraft II","Strategy",2018,2,222986.67,77,34,20,3934188,62305,37355,184,6361,5863,92,63.14
"1231","StarCraft II","Strategy",2018,3,979611.52,108,32,15,8336814,78187,60745,193,7480,11220,105,106.63
"1232","StarCraft II","Strategy",2018,4,104375.81,84,34,14,6051548,74616,37145,168,7256,8416,103,81.1
"1233","StarCraft II","Strategy",2018,5,121808.62,105,42,23,4359409,68067,22793,157,6744,5867,91,64.05
"1234","StarCraft II","Strategy",2018,6,324410.96,135,30,20,4959153,61226,61872,136,6228,6897,85,81
"1235","StarCraft II","Strategy",2018,7,131645.37,101,30,16,5384316,66519,81780,152,6762,7246,89,80.94
"1236","StarCraft II","Strategy",2018,8,198712.58,102,31,20,5351963,68918,50931,142,6797,7203,92,77.66
"1237","StarCraft II","Strategy",2018,9,330547.83,155,53,28,4494862,64190,51767,152,6324,6251,89,70.02
"1238","StarCraft II","Strategy",2018,10,39716.41,111,47,26,4628888,64858,70851,146,6425,6229,87,71.37
"1239","StarCraft II","Strategy",2018,11,766223.9,73,32,25,6074722,67677,148897,156,7098,8448,94,89.76
"1240","StarCraft II","Strategy",2018,12,612885.06,137,46,34,3925456,71161,40913,164,6872,5283,95,55.16
"1241","StarCraft II","Strategy",2019,1,91905.44,134,38,29,4703666,73993,47228,170,6822,6330,99,63.57
"1242","StarCraft II","Strategy",2019,2,19356.12,58,22,22,6175225,61049,50967,156,5956,9203,90,101.15
"1243","StarCraft II","Strategy",2019,3,646771.8,93,24,24,5698747,70788,69828,159,6755,7669,95,80.5
"1244","StarCraft II","Strategy",2019,4,355828.81,165,41,28,4724607,68456,37817,166,7008,6571,95,69.02
"1245","StarCraft II","Strategy",2019,5,148325.8,104,40,28,4925622,69016,67168,153,6704,6629,92,71.37
"1246","StarCraft II","Strategy",2019,6,263615.66,158,36,28,4999481,64212,44801,148,6220,6953,89,77.86
"1247","StarCraft II","Strategy",2019,7,207837.46,116,34,25,4634664,62469,59758,133,5921,6237,84,74.19
"1248","StarCraft II","Strategy",2019,8,176159.79,139,43,23,4903744,64235,45830,137,6261,6599,86,76.34
"1249","StarCraft II","Strategy",2019,9,258435.77,115,26,34,3807372,56266,58637,126,5267,5295,78,67.67
"1250","StarCraft II","Strategy",2019,10,38991.03,64,17,26,4558486,55398,50515,137,4861,6135,74,82.29
"1251","StarCraft II","Strategy",2019,11,807748.62,94,21,26,5159497,54980,85514,123,5052,7175,76,93.84
"1252","StarCraft II","Strategy",2019,12,112026.29,122,24,34,3734058,59801,44452,130,5213,5025,80,62.44
"1253","StarCraft II","Strategy",2020,1,37297.5,83,28,40,3709550,61973,17583,131,5225,4992,83,59.86
"1254","StarCraft II","Strategy",2020,2,18042.34,58,29,25,5013370,55442,90208,128,4841,7213,79,90.43
"1255","StarCraft II","Strategy",2020,3,442545.6,111,40,34,4255219,70958,78201,238,6087,5727,95,59.97
"1256","StarCraft II","Strategy",2020,4,19137.51,82,44,37,4516712,76828,31283,175,5603,6281,106,58.79
"1257","StarCraft II","Strategy",2020,5,37513,70,38,40,4983021,85283,30027,183,5740,6706,114,58.43
"1258","StarCraft II","Strategy",2020,6,285550.78,149,34,37,4829641,74907,24748,175,5121,6717,104,64.48
"1259","StarCraft II","Strategy",2020,7,202673.79,118,24,37,5831241,76458,53544,168,5457,7848,102,76.27
"1260","StarCraft II","Strategy",2020,8,320171.08,112,33,46,4155795,79053,20715,167,5610,5593,106,52.57
"1261","StarCraft II","Strategy",2020,9,215229,122,31,44,5104967,65169,43408,148,4984,7100,90,78.33
"1262","StarCraft II","Strategy",2020,10,130593.3,96,35,44,4431786,65292,18242,138,4969,5964,87,67.88
"1263","StarCraft II","Strategy",2020,11,361553.94,129,33,43,5461062,64344,43611,141,4859,7595,89,84.87
"1264","StarCraft II","Strategy",2020,12,94447.52,85,25,47,4072316,61821,37263,135,4549,5480,83,65.87
"1265","StarCraft II","Strategy",2021,1,102650,58,18,52,3964940,66001,35917,147,4723,5336,88,60.07
"1266","StarCraft II","Strategy",2021,2,263100,55,14,46,4923188,58100,84674,142,4428,7337,86,84.74
"1267","StarCraft II","Strategy",2021,3,13255.82,63,17,61,3736145,63651,37925,149,4838,5028,85,58.7
"1268","StarCraft II","Strategy",2021,4,9800,24,13,71,3296403,60954,16518,136,4671,4584,84,54.08
"1269","StarCraft II","Strategy",2021,5,215090,100,24,58,4189696,60448,27958,132,4463,5638,81,69.31
"1270","StarCraft II","Strategy",2021,6,170175,99,16,58,3997737,52181,35236,119,4091,5560,72,76.61
"1271","StarCraft II","Strategy",2021,7,229543.91,83,17,59,4038126,55081,35091,117,3985,5434,74,73.31
"1272","StarCraft II","Strategy",2021,8,177892.31,139,23,59,4339923,57359,35929,120,3991,5841,77,75.66
"1273","StarCraft II","Strategy",2021,9,74600,45,14,65,3582477,52013,30246,116,3759,4982,72,68.88
"1274","StarCraft II","Strategy",2021,10,186270,143,23,53,4271515,47411,30494,101,3312,5749,63,90.1
"1275","StarCraft II","Strategy",2021,11,78600,54,19,77,2817782,42758,29898,100,3012,3919,59,65.9
"1276","StarCraft II","Strategy",2021,12,83795.6,37,7,99,1969769,41531,51153,99,2926,2651,55,47.43
"1277","StarCraft: Brood War","Strategy",2016,12,1764,5,2,119,325139,7616,10012,26,153,437,10,42.69
"1278","StarCraft: Brood War","Strategy",2017,1,29955.2,28,1,117,404840,8737,25009,27,504,544,11,46.34
"1279","StarCraft: Brood War","Strategy",2017,3,31255,19,4,122,258004,8990,14655,35,523,347,12,28.7
"1280","StarCraft: Brood War","Strategy",2017,4,5086.4,17,6,62,698820,14635,9538,48,1538,971,20,47.75
"1281","StarCraft: Brood War","Strategy",2017,5,2085.7,10,7,115,317004,12826,7727,30,1231,426,17,24.72
"1282","StarCraft: Brood War","Strategy",2017,6,65401.8,46,12,154,184606,11557,11407,31,850,256,16,15.97
"1283","Stardew Valley","Role-Playing Game",2019,2,35000,40,1,111,605679,40916,33892,151,7200,902,60,14.8
"1284","Stardew Valley","Role-Playing Game",2019,6,19250,28,1,134,502095,42475,25456,140,7886,698,59,11.82
"1285","Street Fighter III: 3rd Strike","Fighting Game",2018,1,520,3,1,138,333615,1061,25433,11,203,449,1,314.43
"1286","Street Fighter III: 3rd Strike","Fighting Game",2019,1,790,8,1,121,639305,1181,40518,16,249,860,1,541.33
"1287","Street Fighter V","Fighting Game",2016,2,2605,15,4,14,4582582,68678,76768,760,15635,6593,98,66.73
"1288","Street Fighter V","Fighting Game",2016,3,61917.15,33,13,16,5004563,61023,98493,212,11677,6735,82,82.01
"1289","Street Fighter V","Fighting Game",2016,4,8695,25,10,20,3333695,44268,72891,204,7748,4636,61,75.31
"1290","Street Fighter V","Fighting Game",2016,5,52299.28,47,11,30,2576951,32672,45219,96,5809,3468,43,78.87
"1291","Street Fighter V","Fighting Game",2016,6,38370,11,2,26,2389035,23822,81565,69,4263,3322,33,100.29
"1292","Street Fighter V","Fighting Game",2016,7,116070,13,2,15,4959825,39250,212889,212,7200,6675,52,126.36
"1293","Street Fighter V","Fighting Game",2016,8,8360,20,5,31,1841535,29559,22511,83,4995,2478,39,62.3
"1294","Street Fighter V","Fighting Game",2016,9,37771.42,26,4,27,1843029,25623,37304,122,4492,2563,35,71.93
"1295","Street Fighter V","Fighting Game",2016,10,146793.77,41,6,23,2868105,24912,45869,68,4060,3860,33,115.13
"1296","Street Fighter V","Fighting Game",2016,11,52647.26,30,5,37,1667673,24475,46098,67,3735,2319,34,68.14
"1297","Street Fighter V","Fighting Game",2016,12,360000,8,1,25,3104248,34130,117299,229,1117,4177,45,90.95
"1298","Street Fighter V","Fighting Game",2017,1,5160,13,3,40,1962277,37712,17394,107,6005,2641,50,52.03
"1299","Street Fighter V","Fighting Game",2017,2,307.83,8,1,41,1532107,29324,23459,84,4552,2283,43,52.25
"1300","Street Fighter V","Fighting Game",2017,3,35424.09,25,4,33,2888232,32244,62099,142,4095,3887,43,89.57
"1301","Street Fighter V","Fighting Game",2017,4,54726.67,34,8,30,2556358,30513,51127,91,3898,3555,42,83.78
"1302","Street Fighter V","Fighting Game",2017,5,294184.91,45,7,26,2637768,29251,53647,126,4901,3550,39,90.18
"1303","Street Fighter V","Fighting Game",2017,6,56436.66,28,5,38,1584366,23059,53802,101,4122,2203,32,68.71
"1304","Street Fighter V","Fighting Game",2017,7,81287.01,18,3,22,3238233,28502,205793,125,4438,4358,38,113.61
"1305","Street Fighter V","Fighting Game",2017,8,37237.06,25,6,32,1939050,30571,43485,149,4464,2609,41,63.43
"1306","Street Fighter V","Fighting Game",2017,9,172637.82,55,9,35,2026385,25424,34506,82,3777,2818,35,79.7
"1307","Street Fighter V","Fighting Game",2017,10,106490,38,7,37,2135289,27954,36664,124,3839,2873,37,76.39
"1308","Street Fighter V","Fighting Game",2017,11,60200,18,3,48,1333786,26550,38108,71,3642,1855,36,50.24
"1309","Street Fighter V","Fighting Game",2017,12,413677.5,51,2,34,2655177,31559,127771,95,4638,3573,42,84.13
"1310","Street Fighter V","Fighting Game",2019,9,15000,8,1,68,1290087,24899,26792,65,2848,1794,34,51.81
"1311","Super Smash Bros. for Wii U","Fighting Game",2016,1,43883.52,142,36,34,1718837,21070,92079,95,2899,2313,28,81.58
"1312","Super Smash Bros. for Wii U","Fighting Game",2016,2,26490.02,141,33,49,1171701,24589,32237,268,3068,1685,35,47.65
"1313","Super Smash Bros. for Wii U","Fighting Game",2016,3,34554.05,112,27,53,963816,19639,18958,87,2624,1297,26,49.08
"1314","Super Smash Bros. for Wii U","Fighting Game",2016,4,25551.05,130,27,47,954356,18122,27814,89,2271,1327,25,52.66
"1315","Super Smash Bros. for Wii U","Fighting Game",2016,5,53229.07,145,29,48,1100697,17541,28685,76,2258,1481,23,62.75
"1316","Super Smash Bros. for Wii U","Fighting Game",2016,6,43280.2,101,23,37,1366224,16438,57688,63,2035,1900,22,83.11
"1317","Super Smash Bros. for Wii U","Fighting Game",2016,7,44531.11,63,17,39,1327932,15792,73534,60,1965,1787,21,84.09
"1318","Super Smash Bros. for Wii U","Fighting Game",2016,8,40369.25,93,20,37,1245776,17101,39087,66,2042,1676,23,72.85
"1319","Super Smash Bros. for Wii U","Fighting Game",2016,9,20580.68,77,16,45,809876,15947,17766,72,2032,1126,22,50.79
"1320","Super Smash Bros. for Wii U","Fighting Game",2016,10,26821.27,87,19,46,919976,15867,25836,75,1931,1238,21,57.98
"1321","Super Smash Bros. for Wii U","Fighting Game",2016,11,26791.06,112,24,63,733030,14120,12547,87,1776,1019,19,51.91
"1322","Super Smash Bros. for Wii U","Fighting Game",2016,12,43917.79,64,12,51,1097218,14426,27536,58,581,1476,19,76.06
"1323","Super Smash Bros. for Wii U","Fighting Game",2017,1,33447.46,91,18,51,1374291,16255,75113,69,2022,1849,21,84.55
"1324","Super Smash Bros. for Wii U","Fighting Game",2017,2,24846.6,107,22,45,1083541,15644,34384,77,1868,1614,23,69.26
"1325","Super Smash Bros. for Wii U","Fighting Game",2017,3,58865.05,109,25,45,1488635,13979,55611,71,1666,2003,18,106.49
"1326","Super Smash Bros. for Wii U","Fighting Game",2017,4,22112.05,65,18,42,1076480,15426,32095,66,1692,1497,21,69.78
"1327","Super Smash Bros. for Wii U","Fighting Game",2017,5,44425.19,118,31,50,1069225,15579,29567,68,1861,1439,20,68.63
"1328","Super Smash Bros. for Wii U","Fighting Game",2017,6,56459.96,80,20,48,1129780,14925,29750,65,1745,1571,20,75.7
"1329","Super Smash Bros. for Wii U","Fighting Game",2017,7,48314.17,98,23,53,1243318,16287,142104,65,1856,1673,21,76.34
"1330","Super Smash Bros. for Wii U","Fighting Game",2017,8,46419.35,91,21,53,1161001,14729,28504,61,1777,1562,19,78.82
"1331","Super Smash Bros. for Wii U","Fighting Game",2017,9,30371.36,90,19,61,790895,14540,13187,68,1679,1099,20,54.39
"1332","Super Smash Bros. for Wii U","Fighting Game",2017,10,79258.13,100,22,59,927838,13380,34192,66,1613,1248,18,69.35
"1333","Super Smash Bros. for Wii U","Fighting Game",2017,11,13945.3,34,11,95,534609,12950,15368,68,1614,743,18,41.28
"1334","Super Smash Bros. for Wii U","Fighting Game",2017,12,57261.81,69,18,64,904429,12966,36736,63,1562,1217,17,69.75
"1335","Super Smash Bros. for Wii U","Fighting Game",2018,1,24862.03,55,11,78,744357,15053,38256,69,1777,1001,20,49.45
"1336","Super Smash Bros. for Wii U","Fighting Game",2018,2,26538.64,96,20,92,548397,14068,16398,77,1628,817,20,38.98
"1337","Super Smash Bros. for Wii U","Fighting Game",2018,3,42572.79,82,17,97,580709,17004,19892,69,2000,781,22,34.15
"1338","Super Smash Bros. for Wii U","Fighting Game",2018,4,13498.81,95,18,111,472763,14555,11123,70,1782,657,20,32.48
"1339","Super Smash Bros. for Wii U","Fighting Game",2018,5,22865.33,92,20,90,676652,13915,17814,59,1749,910,18,48.63
"1340","Super Smash Bros. for Wii U","Fighting Game",2018,6,35933,61,15,68,1093240,14972,27946,64,2095,1520,20,73.02
"1341","Super Smash Bros. for Wii U","Fighting Game",2018,7,24207.64,77,19,100,722294,16261,23634,62,2089,972,21,44.42
"1342","Super Smash Bros. for Wii U","Fighting Game",2018,8,40150,46,11,67,1155033,18070,47374,188,2354,1554,24,63.92
"1343","Super Smash Bros. for Wii U","Fighting Game",2018,9,16991.41,55,14,112,511099,17845,14405,156,2113,710,24,28.64
"1344","Super Smash Bros. for Wii U","Fighting Game",2018,10,6391.08,40,14,110,633253,17508,34143,82,1921,852,23,36.17
"1345","Super Smash Bros. for Wii U","Fighting Game",2018,11,23133.85,62,26,84,968437,20751,34411,237,2721,1346,28,46.67
"1346","Super Smash Bros. for Wii U","Fighting Game",2018,12,840.11,18,5,192,284296,6270,12880,90,1494,382,8,45.34
"1347","Super Smash Bros. Melee","Fighting Game",2016,1,67610.39,153,61,32,1790598,10638,114935,55,1895,2409,14,168.32
"1348","Super Smash Bros. Melee","Fighting Game",2016,2,31891.36,174,63,64,574409,10540,37100,58,1884,826,15,54.5
"1349","Super Smash Bros. Melee","Fighting Game",2016,3,61002.65,193,61,47,1135656,11714,48309,52,1992,1528,15,96.95
"1350","Super Smash Bros. Melee","Fighting Game",2016,4,75480.2,168,56,27,2282986,12281,63236,53,1992,3175,17,185.9
"1351","Super Smash Bros. Melee","Fighting Game",2016,5,49424.7,170,64,38,1479236,12490,68954,59,2115,1990,16,118.43
"1352","Super Smash Bros. Melee","Fighting Game",2016,6,52062.67,159,55,42,1035535,10237,37693,42,1786,1440,14,101.16
"1353","Super Smash Bros. Melee","Fighting Game",2016,7,53062.41,159,64,33,1766178,9993,223070,39,1845,2377,13,176.74
"1354","Super Smash Bros. Melee","Fighting Game",2016,8,66995.49,194,61,36,1312762,10472,55466,41,1932,1766,14,125.36
"1355","Super Smash Bros. Melee","Fighting Game",2016,9,24532.32,188,81,59,483617,10727,5390,51,1867,672,14,45.08
"1356","Super Smash Bros. Melee","Fighting Game",2016,10,59083.27,178,64,33,1915017,11870,73990,59,1943,2577,15,161.33
"1357","Super Smash Bros. Melee","Fighting Game",2016,11,84906.68,183,70,36,1872113,11007,54362,52,1836,2603,15,170.08
"1358","Super Smash Bros. Melee","Fighting Game",2016,12,48447,120,50,54,1031020,11151,49923,48,577,1387,15,92.46
"1359","Super Smash Bros. Melee","Fighting Game",2017,1,50901.21,165,50,39,1971856,12747,152438,57,2374,2653,17,154.69
"1360","Super Smash Bros. Melee","Fighting Game",2017,2,23098.68,109,37,63,837775,13376,20161,68,2232,1248,19,62.63
"1361","Super Smash Bros. Melee","Fighting Game",2017,3,84936.02,124,37,38,1857015,12693,59515,58,1862,2499,17,146.3
"1362","Super Smash Bros. Melee","Fighting Game",2017,4,51198.02,118,35,38,1371410,13162,43381,58,1961,1907,18,104.19
"1363","Super Smash Bros. Melee","Fighting Game",2017,5,28557.36,93,23,48,1123276,13570,67791,55,2502,1511,18,82.78
"1364","Super Smash Bros. Melee","Fighting Game",2017,6,40121.8,63,17,50,1109824,13203,53335,51,2338,1543,18,84.06
"1365","Super Smash Bros. Melee","Fighting Game",2017,7,53521.28,96,25,41,1764653,13595,133051,52,2463,2375,18,129.8
"1366","Super Smash Bros. Melee","Fighting Game",2017,8,53828.73,87,17,51,1182434,13419,47216,52,2307,1591,18,88.12
"1367","Super Smash Bros. Melee","Fighting Game",2017,9,28843.64,65,17,57,797190,13975,22138,66,2285,1108,19,57.04
"1368","Super Smash Bros. Melee","Fighting Game",2017,10,85600,111,22,45,1601739,13750,42533,58,2240,2155,18,116.49
"1369","Super Smash Bros. Melee","Fighting Game",2017,11,103602.5,31,8,44,1557066,13734,58406,65,2155,2165,19,113.37
"1370","Super Smash Bros. Melee","Fighting Game",2017,12,27548.49,53,10,101,537515,12876,14026,66,2187,723,17,41.75
"1371","Super Smash Bros. Melee","Fighting Game",2018,1,29067.35,53,7,53,1305840,13676,79584,56,2386,1757,18,95.48
"1372","Super Smash Bros. Melee","Fighting Game",2018,2,14579.74,64,12,108,414091,13190,8515,64,2215,617,19,31.39
"1373","Super Smash Bros. Melee","Fighting Game",2018,3,20169.1,58,10,80,786158,15550,33904,59,2457,1058,20,50.56
"1374","Super Smash Bros. Melee","Fighting Game",2018,4,16930,63,10,100,551986,14837,12923,65,2320,767,20,37.2
"1375","Super Smash Bros. Melee","Fighting Game",2018,5,47440.69,85,16,44,2164149,14813,60376,54,2362,2912,19,146.1
"1376","Super Smash Bros. Melee","Fighting Game",2018,6,44520,51,10,81,874518,13814,124689,51,2481,1216,19,63.31
"1377","Super Smash Bros. Melee","Fighting Game",2018,7,19734.96,70,14,120,589961,14540,23722,54,2481,794,19,40.58
"1378","Super Smash Bros. Melee","Fighting Game",2018,8,37580,30,4,45,2161053,15510,179128,54,2580,2908,20,139.33
"1379","Super Smash Bros. Melee","Fighting Game",2018,9,19645,32,6,135,421686,15093,10649,65,2295,586,20,27.94
"1380","Super Smash Bros. Melee","Fighting Game",2018,10,17944.1,43,7,65,1310203,15015,59913,64,2219,1763,20,87.26
"1381","Super Smash Bros. Melee","Fighting Game",2018,11,79751.2,31,5,54,1646162,13768,59593,58,2503,2289,19,119.56
"1382","Super Smash Bros. Melee","Fighting Game",2018,12,17860.7,69,12,169,360461,11248,16798,66,2214,485,15,32.05
"1383","Super Smash Bros. Melee","Fighting Game",2019,1,1907.81,18,5,194,332960,11241,7074,46,1880,448,15,29.62
"1384","Super Smash Bros. Melee","Fighting Game",2019,2,12507.92,19,3,59,1402943,11067,163773,53,1787,2090,16,126.77
"1385","Super Smash Bros. Melee","Fighting Game",2019,3,8999.39,49,9,143,444950,11033,15369,49,1882,598,14,40.33
"1386","Super Smash Bros. Melee","Fighting Game",2019,4,15708.83,51,10,92,810623,10998,76022,46,1823,1127,15,73.71
"1387","Super Smash Bros. Melee","Fighting Game",2019,5,13569.99,81,12,94,811091,12351,68276,55,2052,1091,16,65.67
"1388","Super Smash Bros. Melee","Fighting Game",2019,6,65991.95,112,23,52,2106088,12101,73911,46,1980,2929,16,174.04
"1389","Super Smash Bros. Melee","Fighting Game",2019,7,10033.15,77,16,124,492019,12342,34321,45,1779,662,16,39.87
"1390","Super Smash Bros. Melee","Fighting Game",2019,8,31964.45,80,12,83,875807,10715,73955,42,1669,1178,14,81.74
"1391","Super Smash Bros. Melee","Fighting Game",2019,9,8559.05,50,12,103,599617,9769,44029,42,1539,833,13,61.38
"1392","Super Smash Bros. Melee","Fighting Game",2019,10,21794.68,37,6,71,1079181,10503,75028,42,1513,1452,14,102.75
"1393","Super Smash Bros. Melee","Fighting Game",2019,11,29677.05,35,7,167,304127,9917,12110,42,1461,422,13,30.67
"1394","Super Smash Bros. Melee","Fighting Game",2019,12,9015.95,31,7,147,428484,9886,25283,41,1510,576,13,43.34
"1395","Super Smash Bros. Melee","Fighting Game",2020,1,20195.12,27,3,96,982119,11039,100696,51,1741,1321,14,88.97
"1396","Super Smash Bros. Melee","Fighting Game",2020,2,75067.54,53,9,59,1839672,12373,60594,55,1817,2647,17,148.68
"1397","Super Smash Bros. Melee","Fighting Game",2020,3,3580,18,4,178,454379,13076,7954,53,2046,611,17,34.75
"1398","Super Smash Bros. Melee","Fighting Game",2020,4,3004.69,9,2,196,460678,13601,24827,58,1649,640,18,33.87
"1399","Super Smash Bros. Melee","Fighting Game",2020,6,2200,15,2,130,858578,22544,25324,159,3215,1194,31,38.08
"1400","Super Smash Bros. Melee","Fighting Game",2020,7,25001.05,16,1,97,1439699,34602,38548,124,4272,1937,46,41.61
"1401","Super Smash Bros. Melee","Fighting Game",2020,8,1184.45,8,1,190,546261,25709,6774,107,3180,735,34,21.25
"1402","Super Smash Bros. Melee","Fighting Game",2020,9,1380,8,1,183,591289,21064,15278,81,2663,822,29,28.07
"1403","Super Smash Bros. Melee","Fighting Game",2020,10,240.8,4,1,114,1162988,22304,21797,79,2547,1565,30,52.14
"1404","Super Smash Bros. Melee","Fighting Game",2020,11,647.52,8,1,90,1784902,25192,52947,140,2895,2482,35,70.85
"1405","Super Smash Bros. Melee","Fighting Game",2020,12,25001.06,16,1,78,2270169,28915,72236,108,3429,3055,38,78.51
"1406","Super Smash Bros. Melee","Fighting Game",2021,1,100,3,1,131,1153467,31732,31073,137,3646,1552,42,36.35
"1407","Super Smash Bros. Melee","Fighting Game",2021,2,100,3,1,180,729420,25618,21890,110,2917,1087,38,28.47
"1408","Super Smash Bros. Melee","Fighting Game",2021,3,5000,8,1,170,1004090,27213,41750,102,2865,1351,36,36.9
"1409","Super Smash Bros. Melee","Fighting Game",2021,7,157489.65,16,2,72,2760024,22127,117332,90,2435,3714,29,124.74
"1410","Super Smash Bros. Melee","Fighting Game",2021,10,16094.49,68,6,149,906841,16088,37047,69,1890,1220,21,56.37
"1411","Super Smash Bros. Melee","Fighting Game",2021,12,75000,40,1,85,2365256,19528,87908,70,2104,3183,26,121.12
"1412","Super Smash Bros. Ultimate","Fighting Game",2018,12,74587.45,271,63,8,24333134,343187,226029,3619,33515,32749,461,70.9
"1413","Super Smash Bros. Ultimate","Fighting Game",2019,1,48235.65,244,63,19,9942131,200867,91878,690,22367,13381,270,49.5
"1414","Super Smash Bros. Ultimate","Fighting Game",2019,2,67398.38,224,66,17,7933050,116308,168665,462,14256,11822,173,68.21
"1415","Super Smash Bros. Ultimate","Fighting Game",2019,3,135928.11,375,104,25,5628744,116735,77985,439,13048,7575,157,48.22
"1416","Super Smash Bros. Ultimate","Fighting Game",2019,4,62696.61,277,79,29,4485192,107443,64983,771,13277,6238,149,41.74
"1417","Super Smash Bros. Ultimate","Fighting Game",2019,5,120276.1,385,102,36,3240713,88336,47739,298,10529,4361,118,36.69
"1418","Super Smash Bros. Ultimate","Fighting Game",2019,6,133720.86,428,116,37,3194698,86232,68873,295,10647,4443,119,37.05
"1419","Super Smash Bros. Ultimate","Fighting Game",2019,7,96612.1,460,129,38,3097307,83973,51242,799,10431,4168,113,36.88
"1420","Super Smash Bros. Ultimate","Fighting Game",2019,8,131760.59,347,83,21,5448489,86520,271926,383,10774,7333,116,62.97
"1421","Super Smash Bros. Ultimate","Fighting Game",2019,9,52190.16,268,66,33,3829217,85212,47102,755,11081,5325,118,44.94
"1422","Super Smash Bros. Ultimate","Fighting Game",2019,10,118317.99,239,59,29,4104082,79426,53340,281,9049,5523,106,51.67
"1423","Super Smash Bros. Ultimate","Fighting Game",2019,11,51093.89,206,63,42,2833532,84168,62859,580,10664,3940,117,33.67
"1424","Super Smash Bros. Ultimate","Fighting Game",2019,12,28524.53,155,34,46,2553222,75151,52875,258,9267,3436,101,33.97
"1425","Super Smash Bros. Ultimate","Fighting Game",2020,1,66153.99,177,33,28,4948523,100384,116071,996,12179,6660,135,49.3
"1426","Super Smash Bros. Ultimate","Fighting Game",2020,2,37089.02,185,41,35,3881729,94803,115046,403,11241,5585,136,40.95
"1427","Super Smash Bros. Ultimate","Fighting Game",2020,3,41911.85,106,21,45,3068824,104674,40498,358,12335,4130,140,29.32
"1428","Super Smash Bros. Ultimate","Fighting Game",2020,4,6500,47,11,54,3010574,118731,32451,403,11239,4187,165,25.36
"1429","Super Smash Bros. Ultimate","Fighting Game",2020,5,22300,56,12,51,3519278,132921,38697,430,12123,4736,178,26.48
"1430","Super Smash Bros. Ultimate","Fighting Game",2020,6,11890.22,70,19,53,2923933,130253,84802,1627,12885,4066,181,22.45
"1431","Super Smash Bros. Ultimate","Fighting Game",2020,7,8274.21,61,19,66,2583270,136117,14704,532,13564,3476,183,18.98
"1432","Super Smash Bros. Ultimate","Fighting Game",2020,8,12273.48,59,24,68,2320319,128417,17072,440,12453,3122,172,18.07
